tempavg,lightavg,humidityavg
9,2.7,66.7
9.4,2.7,66.9
9,2.7,66.6
9,2.7,67.2
9,2.6,67.1
9,2.6,66.9
9,2.7,66.9
9,2.6,66.6
8.7,2.6,67.2
8.7,2.6,66.7
8.7,2.6,66.9
8.7,2.7,66.7
8.7,2.6,66.9
8.7,2.6,66.7
8.7,2.6,66.9
9,2.6,66.9
9,2.6,66.7
9,2.6,67.2
8.7,2.6,66.6
9,2.6,66.7
8.4,2.6,66.7
8.7,2.6,66.9
8.4,2.5,66.7
8.4,2.5,66.7
8.1,2.5,66.7
8.1,2.5,67.1
7.7,2.6,66.6
7.7,2.7,66.6
7.7,3.7,67.1
7.7,12.5,66.7
8.1,39.9,67.2
8.1,65.1,66.7
8.1,78.6,67.1
8.1,84.8,67.1
8.1,87.9,66.7
8.4,89.9,66.7
12.6,95.8,62.8
12.3,96.2,60.3
13.2,96.7,57.9
13.9,97,55.4
13.9,97.2,54.4
17.1,97.3,51.3
15.8,97.4,50.8
17.4,97.6,49.2
15.8,97,50.2
19,97.6,44.5
20.3,96.6,45
19.7,97.6,47.2
21,97.7,43.3
20,97.7,40.1
20,97.6,40.1
19.7,97.7,42.3
20,97.5,41.8
20,97.6,42.9
19.7,97.6,43.1
21.9,97.7,38.2
17.4,97.6,46.4
20.3,97.7,40.9
22.3,97.8,41.4
22.6,97.8,39.2
21.9,97.8,42
20.3,98.1,45.6
21.6,98.1,42.5
24.2,98.1,40.4
22.9,98,41.7
23.9,98.1,37.9
24.8,98.1,36.5
23.2,97.8,39.2
23.9,98.1,34.6
23.2,98,35.4
14.8,3.1,58.5
14.8,3.1,54.4
15.5,3.1,50.8
14.8,3.1,51.6
14.8,3.1,51.3
14.8,3.1,49.6
15.2,3.1,48.3
14.8,2.7,48
14.2,2.8,51.6
14.2,2.7,51
14.5,2.8,51.6
14.5,2.8,50.3
14.5,2.7,50.5
14.2,2.8,50.7
13.9,2.8,53.2
13.5,2.8,53.7
13.2,2.6,55.7
12.9,2.6,57
12.6,2.6,56.7
12.6,2.6,59.2
12.3,2.6,60
12.3,2.6,60.9
11.9,2.6,62
11.9,2.6,62.2
11.6,2.6,63.3
11.6,2.7,64.7
11,2.7,66.4
11,2.7,66
11.3,2.7,67.2
10.6,2.7,66
10.6,2.7,65.3
11,2.7,65
11,2.7,64.5
10.6,2.7,64.7
10.6,2.7,64.9
10.6,2.7,64.2
10.6,2.7,63.9
10.6,2.7,64.4
10.3,2.7,63.6
10.6,2.7,63.4
10.6,2.7,64.7
10.6,2.7,63.7
10.6,2.7,63
10.6,2.7,65.2
10.6,2.6,64.4
10.3,2.6,64.4
10.3,2.6,63.6
10.3,2.6,63
10.3,2.6,63.4
10.6,2.6,63.7
10,2.6,63.4
10,2.6,64.4
9.7,2.6,64.1
9.7,2.5,64.5
9.4,2.6,64.7
9.4,2.5,64.9
9.4,2.5,65.2
9.7,2.5,64.5
9.4,2.5,65
9.4,2.5,65.8
9.4,2.5,64.9
9.4,2.9,65.2
9.4,6.2,65.3
9.4,26.8,65.2
9.4,58.6,65
9.7,75.5,66.3
9.7,83.1,65.2
9.4,86.8,64.9
9.7,89.5,65.5
13.5,96,63.9
13.5,96.3,58.7
15.2,97,56.7
16.5,97.2,52.6
16.8,97.4,51.4
16.8,97.5,51.8
17.7,97.6,49.6
18.1,97.6,48.6
17.7,95.1,48.5
19.7,97.7,46.4
20.3,97.6,43.9
18.4,97.7,47.5
23.5,97.8,37.7
23.5,97.8,38.7
23.9,97.8,37.3
23.9,97.8,37.4
24.2,97.8,35.5
25.5,97.8,33.2
25.8,97.7,33.8
25.5,97.6,34.4
27.1,97.8,29.7
26.5,97.8,31.3
23.2,95.3,36.2
25.2,97.8,33.5
27.4,97.8,30.3
26.1,97.8,32.2
26.8,97.8,31
25.5,97.5,30.2
26.5,97.8,29.4
25.8,97.8,29.4
26.8,97.8,28.3
26.1,97.8,29.2
26.8,98,28.3
27.1,97.9,28.6
27.4,97.9,28.1
26.1,98.1,28.7
25.8,98.1,28.3
26.1,98.2,28.3
25.5,95.1,29.1
26.1,98.2,28.7
23.9,95.4,31.6
26.8,98.2,28.9
26.8,98.1,29.1
25.8,97.9,30.2
24.8,97.6,31.3
23.2,93.9,33.6
21,68.2,38.8
20.3,3.1,39.6
20,3,40.7
20,3,40.4
19.7,3,41
19.7,2.9,41
19.4,3,42.3
18.1,3,45.1
18.4,3,44.5
18.4,2.5,45.5
18.4,2.6,46.2
18.7,2.7,45.3
18.7,2.6,44.4
18.4,2.7,44.8
18.4,2.7,45
18.1,2.6,46.1
17.4,2.7,47.5
17.7,2.7,46.4
17.7,2.6,45.9
17.7,2.7,46.4
17.1,2.7,48.6
16.8,2.7,49.2
16.5,2.7,50.7
16.1,2.7,51.9
16.1,2.8,51.9
15.8,2.7,52.2
15.5,2.7,53.8
15.8,2.7,53
15.5,2.8,52.7
15.5,2.6,52.9
15.2,2.8,53.8
15.2,2.8,54.6
15.2,2.5,54.3
14.8,2.6,54.4
14.8,2.5,55.1
15.2,2.6,53.8
15.2,2.6,54.3
14.8,2.6,55.1
15.2,2.6,53.7
15.2,2.6,53.2
15.2,2.5,54.3
15.2,2.5,52.9
15.2,2.5,53
14.8,2.5,53.8
14.8,2.6,54.4
14.5,2.6,55.1
13.9,2.6,57.8
13.5,2.6,59.6
14.5,2.6,56.2
14.5,2.6,54.4
14.5,2.6,54.4
14.8,2.5,54
15.2,2.5,53
15.5,2.4,51.8
15.8,2.3,51.9
15.5,2.4,51.4
15.5,2.4,51.3
15.8,2.4,51.1
16.1,2.4,50.7
15.8,2.4,51.4
15.8,2.5,52.4
15.8,2.5,51.8
15.8,2.4,52.1
16.1,2.4,52.2
15.8,2.5,52.4
15.8,2.4,52.9
15.8,2.4,52.7
15.8,2.3,53.3
15.8,2.3,53.2
16.1,2.4,52.6
16.1,2.3,52.4
16.5,2.3,52.1
16.5,2.4,51.3
16.5,2.7,51.6
16.8,6.3,51.8
16.8,25.1,50.8
16.8,36.6,51.3
16.8,48.5,51.3
16.8,63.6,51
16.8,70.9,51.8
16.8,80.9,51.4
16.5,76.6,52.4
16.8,79.5,52.1
16.8,84.2,52.2
17.1,87.6,51.4
17.1,88.1,51.8
17.1,88,51.4
17.1,88.3,52.1
16.8,88.7,52.1
16.8,89.8,52.2
17.1,90.2,52.1
17.1,91.7,51.9
17.1,91.1,51.9
17.1,90.8,52.4
17.1,91.5,53
17.4,91.9,51.9
17.4,91.3,51.9
17.7,91.8,51.8
17.7,91.9,51.9
17.7,91.1,52.4
17.7,92,52.1
17.7,92.3,51.4
17.7,93.3,52.2
17.7,93.6,52.1
18.1,94.7,52.2
18.4,95.5,51.3
19,96.3,49.2
19.7,96.3,49.2
19.4,95.6,49.2
19.4,95.7,48.9
19.7,96.4,48.6
22.6,98.1,43.6
23.2,97.6,40.1
23.2,97.8,40.3
22.6,97.6,41.8
22.3,97.1,42.5
22.6,98.1,41.4
24.8,98.2,38.4
22.3,97.3,42.1
25.5,98.2,37.6
25.2,98.2,37.1
24.8,98.2,38.2
25.8,98.2,37.3
26.8,98.2,34.9
26.1,98.2,36.6
25.5,98.2,37.6
27.1,98.2,36.2
27.1,98.1,34.7
26.8,98,36.5
25.8,97.8,37.1
24.5,97.4,40.3
22.9,96.9,40.7
23.9,96.2,39.9
21.9,87.8,42.8
21.6,68.5,43.4
21.3,48.4,43.7
20.6,24.3,45.9
20.6,5.4,45.9
20.6,2.9,46.6
20,2.6,47.3
20.3,2.6,46.9
20,2.5,47
19.7,2.6,48.1
19.4,2.6,50
19.4,2.6,49.4
19,2.6,50.5
19.4,2.4,49.7
18.7,2.4,50.7
18.4,2.5,52.4
18.7,2.6,50.5
18.7,2.5,51.8
18.1,2.5,52.2
18.1,2.6,52.9
17.4,2.5,54.1
15.8,2.5,66.4
15.5,2.6,67.5
15.2,2.6,67.4
15.2,2.6,67.5
15.2,2.6,67.8
14.8,2.7,67.5
15.2,2.7,67.8
14.8,2.7,67.5
14.8,2.6,67.7
14.8,2.7,67.8
14.5,2.6,67.4
14.2,2.6,67.4
14.2,2.6,68
14.2,2.6,67.8
13.9,2.6,67.7
13.9,2.6,67.5
13.9,2.6,67.8
13.9,2.5,67.5
13.9,2.5,67.8
13.9,2.5,67.4
13.9,2.4,67.4
13.9,2.6,67.7
13.5,2.5,67.2
13.5,2.6,67.7
13.2,2.5,67.4
12.9,2.5,67.1
12.9,2.5,67.7
12.9,2.5,67.2
12.6,2.6,67.2
12.3,2.5,67.7
12.3,2.5,67.7
11.9,2.6,67.5
11.9,2.4,67.1
11.9,2.6,67.2
12.3,2.7,67.1
12.6,2.7,65.5
12.9,2.7,65.5
12.9,2.6,65
12.6,2.6,65.8
12.3,2.6,66.9
11.6,2.5,67.4
11.6,2.5,66.9
11.3,2.5,67.1
11.6,2.4,67.4
11.6,2.4,67.2
11.3,2.3,67.2
11.3,2.3,67.2
11.6,2.4,66.3
11.6,2.4,66.6
11.3,2.6,67.2
11.6,3,67.2
11,7.5,67.4
11,36.9,67.1
11,63.8,67.1
11.3,76.9,67.1
11.3,81.5,66.9
11.3,84.6,65.3
11.6,86.5,65.5
11.9,86.9,65.2
11.9,88.4,65.3
14.2,96.9,63.7
15.5,93.4,57
12.9,92.1,61.9
13.2,91.1,62.2
13.2,90.8,62.2
13.9,92.8,62.5
14.8,94.3,59.3
15.5,94.9,58.5
16.1,95.5,56.7
15.8,94.8,57
16.5,94.9,58.5
18.1,96.2,55.9
18.7,96.5,51.9
17.4,96.3,54.6
17.4,95.7,53.8
18.4,97.2,51.8
18.1,96.6,51.9
19,96.7,52.6
20.3,97.8,48.5
22.3,97.5,42.3
20.6,97.2,45.9
20.6,97.4,47.3
24.8,97.9,39
22.3,96.6,39.3
20.6,96.7,46.2
20.6,96.2,43.9
18.1,96.1,51.1
22.3,97.8,42.3
22.6,97.9,41.2
21.9,97.9,41.5
20.6,97.9,44.2
22.9,97.9,40.6
20.3,98,46.1
20,98.1,47.2
21.9,98,44.4
20.6,98.1,44.2
20.6,98,44.8
23.9,98.3,42.1
21.6,98.1,43.9
21,98.2,43.1
22.3,98.1,41.8
21.6,97.9,45
20,97.8,47.5
19,96.8,50.7
17.7,94.9,55.7
16.5,81.7,60.4
15.5,68.5,63.1
15.5,41.2,64.4
15.2,11.8,64.5
14.8,3.9,65.5
14.8,2.6,67.1
14.5,2.5,67.5
14.5,2.4,67.7
14.2,2.5,67.1
14.2,2.4,67.7
14.2,2.5,67.7
14.2,2.5,67.5
13.9,2.5,67.7
13.9,2.5,67.8
13.9,2.5,67.4
13.9,2.5,67.5
13.5,2.5,67.2
13.5,2.4,67.8
13.2,2.6,67.4
13.5,2.5,67.2
13.2,2.5,67.4
13.2,2.6,67.4
13.9,2.4,67.2
13.9,2.5,67.7
13.2,2.5,67.2
13.2,2.4,67.2
12.9,2.5,67.2
12.6,2.4,67.2
12.3,2.5,67.4
11.9,2.4,67.4
11.9,2.5,67.5
11.6,2.5,67.4
11.6,2.5,67.4
11.6,2.5,67.2
11.6,2.4,67.2
11.3,2.4,67.2
11.3,2.4,67.5
11,2.4,67.2
10.6,2.4,67.4
10.6,2.4,67.1
10.3,2.4,67.4
10.3,2.4,67.2
10,2.5,67.1
9.7,2.5,66.9
9.7,2.5,67.1
9.7,2.5,67.4
9.7,2.6,67.4
9.4,2.6,67.4
9.4,2.5,67.4
9.7,2.5,67.4
9.4,2.5,66.9
9.4,2.5,67.2
9.4,2.6,67.4
9.4,2.6,67.2
9,2.6,67.2
9,2.7,67.1
9,2.7,67.4
9.7,2.7,67.1
9.4,2.6,67.2
9.4,2.7,67.4
9.4,2.6,67.1
9,2.7,66.9
9.4,2.6,67.2
9.7,2.5,67.2
9.4,2.5,67.2
9.4,2.5,66.9
9.4,2.4,67.1
9,2.5,67.1
9,3,67.4
9,7.4,67.2
9,29,67.4
9,59.2,66.9
9,76.1,66.9
9.4,83.5,67.2
9.4,87.4,66.9
9.4,89.8,67.1
12.3,96.1,63.9
12.6,96.5,63.4
12.9,97,61.9
14.2,97.3,60
12.6,97.5,63.9
11.9,95.4,65.2
12.9,95,63.7
12.6,96.2,63.7
15.5,97.8,59.2
13.2,94.7,62.3
16.8,97.6,56.2
15.8,94.7,58.2
17.4,97.7,54.9
18.4,97.8,52.7
19,97.8,51.4
20.6,97.7,48.9
21,97.8,47.5
21.3,97.7,48.5
21.9,97.2,44.2
21.9,97.6,40.9
24.2,97.7,37.3
21,97.7,40.4
22.9,97.8,38.7
24.2,97.8,35.4
24.2,97.6,34.7
25.2,97.8,33.3
24.5,97.8,34.3
25.2,97.9,32.8
23.9,97.9,33.2
24.5,98.2,30.5
25.2,98.2,30
25.2,98.2,31
24.8,98.1,31.9
24.5,98,33.3
23.9,97.9,34.3
22.6,97.4,34.4
20.3,83.2,36.2
20,67.5,37.4
19.7,42.4,37.9
19.4,2.9,39
19,2.8,40.4
19,2.8,41.2
19,2.8,40.4
19,2.8,41.2
19,2.9,41
19,2.9,41.4
18.7,2.9,42.1
19,2.4,41.5
19,2.4,41.7
19,2.5,41.5
19,2.4,41
18.7,2.5,42
18.7,2.5,41.7
18.4,2.4,42.8
18.7,2.5,41.4
18.7,2.5,42.1
18.4,2.4,42.1
18.7,2.6,41.7
18.7,2.6,41.7
18.7,2.6,41.8
18.4,2.6,42.5
18.7,2.6,40.9
18.7,2.6,42.5
19,2.6,39.8
18.4,2.6,41.4
18.4,2.7,40.9
18.4,2.7,41.4
18.4,2.5,41
18.4,2.5,40.3
18.4,2.5,40.4
18.7,2.5,40.9
18.4,2.5,41.4
18.4,2.5,40.4
18.1,2.5,41.8
18.1,2.5,41.4
18.1,2.4,41.5
18.1,2.5,41
18.4,2.5,39.6
18.7,2.4,39
18.7,2.5,37.9
19,2.5,37.3
19.4,2.4,36.3
19,2.5,37.3
19,2.4,36.3
19.4,2.5,35.7
19,2.4,36
19,2.5,35.2
18.7,2.5,36.2
18.7,2.5,36.3
18.4,2.5,37.4
18.1,2.6,38.5
17.7,2.6,40.1
17.1,2.6,42.5
16.8,2.7,44
16.8,2.6,44.5
16.8,2.6,45.5
16.5,2.7,45.1
14.8,2.5,55.4
13.5,2.4,59
14.2,2.4,56.7
14.8,2.3,55.2
14.8,2.4,54.6
12.9,2.2,60.6
13.5,2.3,61.7
13.9,2.3,61.7
13.9,2.2,61.1
13.5,2.3,60.6
13.5,2.4,60.3
12.9,4.4,63.9
13.2,18.1,63.7
12.9,41.5,63.6
13.2,50.2,61.2
13.9,47.3,61.5
13.5,72.7,62.3
13.5,81.1,62.6
13.5,76,63.1
13.5,85,62
13.9,84.9,62.8
14.2,89,60.4
14.2,89.7,61.9
14.2,93.1,62.3
14.5,93.2,61.2
14.5,88.6,62.5
13.5,86.1,66.3
13.5,89.8,66.6
14.2,90.5,62
14.5,89.8,57
14.8,94,51.9
15.5,95,50.5
18.4,97.7,46.7
19.4,97.8,44
19.7,97.8,41.5
19.7,96.2,39.6
18.7,97.7,42.3
18.4,97.2,41.7
19.7,96.7,37.7
18.7,96.7,37.6
18.1,95.9,39.5
16.8,93.8,42.5
14.5,89.7,45.5
11,91.4,58.5
11.3,92.3,58.4
12.3,91.2,53.3
12.9,93.7,50.7
13.5,95.5,48.8
15.2,96.2,43.6
15.5,96.4,42.8
16.5,97.9,40.6
17.7,97.9,37.7
17.1,98,36.6
18.1,98.2,34.1
18.7,98.3,34.1
20.3,98.2,33.3
21,98.2,30.6
18.4,98.3,34.4
16.5,93.9,36.9
19,97.8,33.6
20,98.2,31.9
16.5,94.9,36.3
14.8,56.5,38.7
14.8,18.3,39
14.5,4.2,43.3
14.2,2.9,43.7
13.9,3,42.1
13.9,3,42.5
13.9,2.9,41.8
13.9,2.9,41.4
13.9,2.8,40.4
13.9,2.8,40.1
13.9,2.8,40.9
13.9,2.8,40.7
13.9,2.8,41.4
13.5,2.7,42.1
13.5,2.7,44.8
13.5,2.7,44.7
13.2,2.7,46.7
12.9,2.7,45.5
12.9,2.6,46.7
12.6,2.7,47.5
12.3,2.6,48.6
12.3,2.5,48.8
12.3,2.7,48.5
12.3,2.7,50.3
11.9,2.6,49.6
11.9,2.7,48.9
11.9,2.7,50.2
11.9,2.7,49.6
11.9,2.7,51.4
11.6,2.7,49.2
11.6,2.8,50.5
11.6,2.7,49.9
11.6,2.7,50
11.6,2.6,51.1
11.6,2.6,51.1
11.6,2.5,50.8
11.3,2.6,50.8
11.6,2.5,52.1
11.6,2.5,50.3
11.3,2.6,52.7
11.3,2.6,51.8
11,2.6,52.2
11.3,2.6,54.8
11.3,2.5,52.2
11,2.6,52.7
11,2.6,53.5
11,2.6,52.9
11,2.6,52.9
11,2.7,52.4
10.6,2.6,53.7
10.6,2.6,54.4
10.6,2.6,54.4
10.6,2.7,54.3
11,2.7,54.1
10.6,2.7,54.6
10.6,2.7,54.3
10.6,2.7,54.1
10.6,2.6,54.3
10.6,2.6,55.7
10.6,2.6,54.4
10.6,2.5,54.8
10.6,2.8,54.4
10.6,2.7,54.4
10.6,2.7,54.6
10.6,2.7,54.9
11,2.7,54.3
10.6,2.5,54.8
11,2.6,54.8
11,2.5,54.1
11,2.5,53.3
10.6,2.4,54
10.6,2.4,53.8
10.6,2.7,54.3
10.3,4,55.4
10.3,11,55.4
10.3,36.2,56.2
10.3,64.3,57
10,78.6,56.3
10,85.5,56.7
10.3,88.8,56.8
12.3,95.6,57.3
12.6,96.4,52.9
13.9,96.9,51.3
14.2,97.1,50.8
14.2,97.3,49.6
15.2,97.6,47.3
15.8,97.6,45.9
16.1,97.7,44.8
16.1,97.7,44.2
15.5,97.8,45.5
15.8,97.6,44.4
14.5,96.5,44.7
16.1,97.7,43.9
16.1,97.8,44.7
17.7,97.8,42.3
17.1,97.8,42
17.7,97.8,40.9
16.5,97.8,41.4
14.8,95.9,46.1
15.8,96.6,43.4
17.4,97.3,41.5
17.1,96.2,41.8
16.1,96.7,43.9
15.8,93.3,45.6
15.5,91,44.8
15.5,88.5,46.1
16.1,94.5,44.8
16.1,92.5,45.3
15.8,93.1,47.2
15.8,93.7,45
15.8,93.3,47.3
16.1,94.7,46.4
15.8,90.5,47.8
15.5,93.8,51.6
15.5,93.4,52.4
15.2,90.6,53.3
13.5,84.3,57.6
11.3,86.4,67.2
11.3,88.6,66.7
11.6,87.2,67.1
12.6,88.8,66.1
12.9,88.5,64.2
13.2,80.3,62.8
13.2,81.1,60.8
13.5,79.3,60.1
13.5,70.1,59.8
13.5,59.2,60.1
13.5,43.7,59.5
13.5,24.8,58.2
13.9,6.8,55.7
13.9,3.4,56
13.5,3,56.7
13.9,3,55.4
13.5,3.1,54.8
13.2,3,54.9
12.9,3.3,54
11.6,3.2,60.3
11.9,3.1,59.8
12.3,3,59.3
12.3,3,58.9
12.3,3,58.7
11.9,3,60.6
11.9,2.5,60.9
11.9,2.6,60.3
11.9,2.6,60.8
11.9,2.7,60.4
11.9,2.4,60.1
11.6,2.3,59.6
11.6,2.3,60.8
11.6,2.3,59.8
11.3,2.2,58.2
11.3,2.2,58.5
11,2.2,60
11,2.2,59.3
11,2.2,58.7
11,2.2,58.1
11,2.2,58.4
11,2.2,58.1
11,2.2,57.9
10.6,2.3,58.1
10.6,2.3,57.8
10.6,2.3,58.7
10.3,2.3,59
10.3,2.3,59.8
10.3,2.2,58.1
10.3,2.3,58.4
10.3,2.3,58.9
10.3,2.4,58.2
10.3,2.4,58.2
10.3,2.4,58.1
10.3,2.4,58.2
10,2.4,58.9
10,2.4,58.9
10,2.5,58.7
10,2.4,58.9
10,2.4,58.5
10,2.6,57.8
10,2.6,57.4
10,2.5,58.4
10,2.5,58.5
10,2.5,58.1
10.3,2.5,57.8
10,2.5,57.4
10,2.5,57.8
10,2.5,58.9
9.7,2.5,58.9
9.7,2.4,58.7
9.7,2.5,58.2
10,2.6,58.1
10,2.5,58.5
10,2.6,57.9
10,2.6,57.9
10,2.6,57.4
10,2.6,58.2
10,2.5,58.1
10,2.5,58.1
10,2.5,57.6
10.3,2.4,59
10,2.5,57.4
10.3,2.6,58.4
10,2.4,57.8
10.3,2.6,57.9
10.3,2.7,57
10.3,5.1,57.3
10.3,25.7,57.4
10.3,52.6,57.6
10.6,66.1,57.6
10.6,80.9,56.7
10.6,86.9,57.3
11,87.7,56.2
11,87.5,56.7
10.6,86.7,57.1
10.6,86.5,57.8
11,91,58.4
12.3,92.7,54.8
11.6,93.7,57
11.6,94,56.7
15.2,97.6,51.3
15.2,97.7,48.9
13.9,95.3,48.8
13.5,96.4,51
14.8,97.8,50
16.1,95.7,47
15.5,97.6,47
15.2,96.4,45.6
13.9,95.2,48.6
14.5,95.8,47.8
14.2,95.4,47
13.5,95.6,49.1
14.5,96.5,48.1
15.5,95.7,46.2
13.9,94.2,48.1
14.2,95.8,47.2
14.5,94.9,47.2
14.2,95.9,46.6
15.2,97.2,43.7
15.5,96.3,42.3
14.5,94.6,43.4
16.1,97.7,41.8
13.9,90.6,49.4
13.5,91.6,51.4
13.2,66.4,53
11.9,3.1,58.2
11.9,3.3,59.2
12.3,3,58.1
12.3,3.1,57.4
11.9,3.1,57.4
11.9,3,58.1
11.9,3,58.5
11.6,3,60.1
11.6,3,59.5
11.6,2.6,59.2
11.6,2.6,59.3
11.6,2.6,59.8
11.3,2.6,59.8
11.3,2.5,59.5
11.3,2.6,59.5
11,2.6,59.3
11,2.5,60
11.3,2.5,59.3
11.6,2.7,59
11.6,2.6,59.2
11.6,2.6,59.2
11.6,2.8,57.9
11.6,2.7,58.9
11.6,2.7,59.2
11.6,2.8,58.9
11.6,2.7,59.6
11.6,2.7,61.5
11.3,2.6,60.9
11.3,2.6,61.2
11,2.4,62.3
11,2.3,62.5
11,2.5,62.8
11,2.5,62.2
11,2.4,62.3
11,2.4,62.3
11,2.4,61.1
10.6,2.4,61.7
10.6,2.4,61.5
10.6,2.4,61.5
10.6,2.4,61.7
10.3,2.4,61.4
10.3,2.4,61.9
10,2.4,62
10,2.4,61.7
10.3,2.5,61.2
10.6,2.5,61.1
10.6,2.6,61.2
10.6,2.7,60.9
11,2.6,60.8
11,2.7,60.6
11,2.5,60.6
11,2.7,59.8
11.3,2.8,60.1
11.3,2.6,61.1
11.3,2.7,61.9
11.3,2.6,60.4
11.3,2.6,60.3
11.3,2.6,59.5
11.6,2.6,60.4
11.6,2.6,60
11.6,2.5,59.8
11.6,2.5,60
11.6,2.4,60
11.6,2.4,60.6
11.3,2.4,60.9
11.3,2.3,60.9
11.3,2.4,60.9
11.3,3.5,60.8
11,13.8,61.7
11.3,37.5,61.9
11.3,52.6,61.4
11.3,64.3,60.8
11.6,71.6,60.6
11.6,81.5,60.6
11.6,84.8,60.8
11.6,88,60.1
11.9,88.7,60
12.3,91.8,58.7
12.6,94,57.9
16.1,97.7,53.3
18.4,97.7,47.7
16.8,97.6,49.1
15.5,96,51.6
17.4,97.8,46.1
14.5,95.5,51.9
17.7,97.8,48.6
14.8,97.8,51.8
17.4,97,45.5
16.8,97.9,47.5
15.8,96,49.1
15.8,96,49.4
17.7,96.4,46.7
15.5,94.5,49.1
15.2,93.5,51
15.2,93.8,51.1
15.8,95.5,49.1
16.5,95.5,46.2
15.5,93,48.3
15.5,92.4,48.6
15.2,91.4,49.1
15.2,93.5,49.2
15.2,92.6,48.8
15.2,91.5,48.9
14.8,88.9,49.6
14.8,89.1,49.7
14.8,88.3,50.3
14.8,92.2,49.1
14.8,90.3,50
14.8,89,50.7
14.8,87.7,49.6
15.2,85.9,49.6
14.8,87.8,49.6
14.8,82.7,49.6
14.8,86.7,51
14.5,69.2,52.2
14.5,68.7,52.2
14.5,56.6,52.2
14.8,7.4,50.5
14.8,4,51.1
14.8,3.2,51.3
14.5,6,52.4
14.5,5.7,52.1
14.5,5.6,51.8
14.5,5.8,51.9
14.8,5.8,51.9
14.8,5.8,51.8
14.8,5.4,51.3
14.5,5.4,51.9
14.8,5.3,52.4
14.5,5.2,52.1
14.5,4.5,51.9
14.5,4.6,52.4
14.5,4.5,52.6
14.5,4.5,52.7
14.2,4.6,53.8
14.5,4.7,53.7
14.2,4.6,53.5
14.2,4.6,54
14.5,4.8,53.3
14.2,2.6,54.6
14.5,2.6,54.8
14.5,2.6,54.6
14.2,2.6,54.9
14.2,2.7,54.1
14.2,2.6,55.4
14.2,2.6,55.1
14.2,2.6,54
14.2,2.6,54.1
14.2,2.7,54.3
14.2,2.4,54.4
14.2,2.4,53.2
14.2,2.3,52.7
13.9,2.4,52.7
14.2,2.4,53.5
14.2,2.4,52.4
14.2,2.4,51.6
14.2,2.5,51.4
14.2,2.5,52.2
13.9,2.5,53.5
13.9,2.6,54.9
13.9,2.5,56.3
13.9,2.5,55.5
13.5,2.5,55.4
13.5,2.5,55.5
13.5,2.4,56.3
13.5,2.4,56
13.5,2.5,56.8
13.5,2.5,55.5
13.5,2.6,55.5
13.5,2.5,56.5
13.5,2.5,56.5
13.2,2.6,56.8
13.2,2.5,57.1
13.2,2.5,56
13.2,2.5,56.3
13.2,2.4,56.3
13.5,2.5,56.3
13.5,2.5,56.3
13.5,2.5,56.5
13.5,2.5,57
13.2,2.4,57.6
13.5,2.6,58.1
13.5,2.6,57.6
13.2,2.4,57.8
13.5,2.2,57.9
13.2,2.2,57.8
13.2,2.2,58.7
13.5,2.3,58.2
13.5,2.3,57.9
13.2,3.4,57.9
13.2,10.4,59.3
12.9,34.6,58.9
12.9,57.4,59.8
12.9,74.5,59.8
12.9,83.4,59.8
12.9,87.2,60.9
12.9,92.9,60.1
14.8,96.6,56.7
16.5,97,53.5
15.5,95.7,53.3
14.2,93.5,57.1
14.5,96,57.3
14.5,95,56.8
14.8,95.6,56.3
15.5,97.7,57.1
17.1,97.3,52.2
18.4,97.8,51.3
16.8,97.5,52.7
20.3,97.8,45.1
17.4,94.9,48.1
16.5,94.1,51.8
17.7,97.2,47.5
17.7,95.9,47.3
21,97.9,43.3
19,96.5,43.4
19.4,97,43.9
18.7,96.9,42.8
18.7,97.3,43.4
18.4,96.3,44.5
18.4,95.8,43.6
19.4,96.4,41.7
20.3,98,42.5
22.6,98.1,36.8
21.6,97.8,38.2
21.6,97.7,37.9
21.9,98.1,36.8
19.7,96.4,39.8
18.4,94.8,43.9
18.1,93.1,44.4
18.1,93.7,44.8
18.1,95.3,45
19,96.6,43.3
18.7,96.4,43.4
18.4,95.6,45
18.4,95.7,44.2
18.1,94.4,45
18.1,94.6,45.8
18.7,96.6,44.7
18.7,96,45.5
18.7,96.1,45.9
18.4,96.4,46.4
17.7,94.2,47.8
17.7,93.6,47.8
17.4,93.1,48.5
19,94.9,45.5
17.7,93,48.9
19,97.6,47
18.4,93.6,48.3
18.1,96.2,49.9
17.7,92.8,51.1
16.5,79.4,53.5
16.5,67.8,54.1
16.1,39.7,55.4
15.8,8,55.4
15.8,3.2,55.1
15.8,2.6,54.9
15.8,2.4,55.4
15.8,2.6,56.3
15.5,2.6,57.3
15.5,2.6,57.1
15.8,2.5,56.7
15.8,2.6,55.2
15.8,2.5,55.5
15.8,2.4,55.4
16.1,2.3,55.5
16.1,2.3,55.7
16.1,2.3,54.6
16.1,2.4,54.4
16.1,2.4,54.8
15.8,2.3,56.2
15.8,2.2,56.3
15.5,2.4,57.4
15.2,2.4,57.9
15.2,2.5,59
15.2,2.6,59.3
15.2,2.6,58.5
15.5,2.7,57.6
14.8,2.6,59.8
13.9,2.5,65
14.8,2.3,61.7
15.2,2.4,60.4
15.2,2.4,60.1
15.5,2.4,58.4
15.5,2.5,58.4
15.2,2.4,59
15.5,2.6,58.1
15.5,2.6,57.9
15.5,2.3,57.4
15.5,2.4,57.9
15.2,2.3,58.5
15.5,2.3,57.8
15.2,2.4,58.7
15.2,2.3,58.5
15.2,2.3,58.7
