tempavg,lightavg,humidityavg
21.9,94.9,27
20.3,97.2,25.9
21.3,97.3,28.3
19,94.3,22.1
21,97.3,25.1
22.6,97,28.3
21.3,97.2,25.9
21.9,97.3,25.9
19,93.9,22
20.3,97.3,23.5
22.3,97.1,25.6
21.6,97.2,24.5
21.9,97.3,26.2
20,93.5,21.8
21.3,97.3,23.2
22.6,97.2,28
21,97.2,25
22.3,97.3,25.7
19.7,93.4,22.4
21.6,97.3,25
22.9,97.3,26.5
21.6,97.2,23.5
21,89.5,31.9
20.6,97.4,31.7
21.9,97.3,27.5
22.3,97.3,26.5
19.7,93.2,22.8
21,97.2,26.1
23.2,97.3,25.7
21.3,97.2,25.1
20.6,89.3,32.2
21,97.3,28.7
21.6,97.3,24.5
22.6,97.3,25.1
19.7,93.2,21.7
22.6,98.3,25.7
22.3,97.2,24.5
22.9,97.4,25
21,97.2,25.4
20.6,89.6,32.5
20.6,97.4,30.2
23.9,97.4,27.8
19.7,93.2,21.7
22.6,98.3,27.2
23.9,97.4,25.9
21.9,97.2,22.8
20.3,90.1,32.4
20.6,97.6,29.4
23.9,97.4,24.8
23.2,97.4,23.2
19.7,93.2,22.4
22.3,97.2,23.7
23.9,97.4,24.2
21.6,97.4,23.9
20.3,89.9,32.2
21.3,97.5,28.7
24.5,97.4,24.8
20.3,93.2,22.1
22.6,98.4,26.2
22.6,97.2,23.5
24.2,97.3,25.1
23.2,97.4,23.9
20.3,89.9,32.8
21.6,97.6,29.5
24.2,97.4,24.8
20,92.9,21.8
23.5,98.4,26.5
23.2,97.2,25.4
23.5,93.7,27.2
22.6,97.3,23.4
20.3,90.2,33.2
23.5,97.4,23.5
20.3,92.7,22.4
23.2,98.4,26.2
23.2,97.1,24.6
22.9,93.1,28
22.6,97.2,23.1
20.3,90,33.2
25.2,97.5,24.3
23.2,97,24.8
22.3,91.8,27.5
22.6,97.1,23.2
20.3,90.2,32.8
22.3,97.6,28
24.5,97.5,25.4
23.5,97.7,26.1
19.4,92.1,22.6
22.3,97,25
22.6,97.1,30.3
22.3,97.1,25
20.6,85.4,33
23.5,97.3,26.9
23.2,98.5,25
21.6,96.9,26.1
22.9,92.3,29.1
21.6,97,25
21,90.4,32.5
23.2,97.8,27.6
25.2,97.6,25.7
19.4,92.1,23.5
22.9,96.7,27.3
22.3,95.6,28.9
22.3,97.1,24.2
21,89.7,32.8
23.9,97.6,25.7
19.4,91.6,23.4
22.6,96.5,26.4
22.6,94.6,29.4
21.9,97,24.2
23.2,97.7,26.2
21,89.3,32.8
22.9,97.5,25.4
19.7,91.5,22.9
24.5,98.5,24.5
23.9,96.6,25.6
21.9,92.8,28.9
22.6,97,23.7
22.3,97.7,27.3
21.3,89.9,32.4
24.2,97.5,24.8
19.7,91.2,21.8
22.3,96.5,24.3
21.6,91.4,27.6
22.6,96.9,23.4
23.9,97.6,26.5
21.3,89.2,32.2
22.3,96.6,25.3
19.4,91.1,22.3
22.3,96.5,24.3
21.3,89.9,29.4
22.6,96.8,23.2
23.2,97.8,26.4
21.3,89.1,31.9
22.3,96.5,25.4
19,90.8,22.4
22.3,96.5,25.4
21.3,88.4,29.5
22.6,96.1,23.9
22.9,97.8,29.8
21.6,88.6,32.5
21.9,97.7,25.9
22.3,97.9,28.1
19,90,23.5
24.5,98.6,25.4
22.9,96.6,26.2
21,86.9,30.8
20.3,93.8,27.8
23.2,97.8,28.4
22.3,97.7,25.9
22.3,97.9,28.1
19.7,89.1,25.6
22.3,96.5,26.9
20.6,85.4,31.4
19.7,93.2,29.7
21.3,88.6,33
23.5,97.8,30.6
21.9,97.8,27.3
19,89.1,25.6
22.9,98.5,29.5
22.3,96.4,28.4
20.6,84.6,32.5
19.4,92.6,31.1
22.9,97.8,33.8
21.3,88.3,33.9
21.9,97.8,28.6
18.7,88.6,28.3
19.4,92,31.7
20.3,84.2,35.8
19,92,33
20.6,98,35.1
24.2,97.8,32.2
22.6,97.8,27.3
18.7,87.8,29.4
24.2,98.5,28.4
19,91.3,33.5
20.3,83.1,34.9
19,91.1,33.5
24.2,97.8,33
26.1,98.1,34.1
21.6,97.8,28.9
18.7,87.1,27.8
24.5,98.6,28.9
18.4,90.6,34.6
20.3,82.1,36
18.7,90.3,34.4
25.5,97.8,32.4
25.5,98,34.3
20.6,97.6,31
22.9,98,28.7
18.7,86.5,30.3
23.5,98.5,29.7
18.4,89.8,35.8
20,81.3,36.5
18.4,89.6,35.5
23.5,97.7,34.4
25.2,98.1,35.1
20.6,96.6,31.3
22.3,98,31.9
18.7,86.2,30.5
23.5,98.5,30.2
18.1,88.1,36.2
20,80.7,37.1
18.4,89.1,35.5
23.5,97.9,35.1
24.2,98,35.2
19.4,94,33.6
21.3,98,32.2
18.7,85.8,31.3
18.1,87.3,37.7
19.7,81.3,38.5
18.4,88.4,37.1
23.2,97.7,33.8
23.9,97.9,35.2
19.7,96.2,34.4
21.6,98,32.1
18.7,85.3,31.1
18.1,86.5,37.7
19.7,78.1,38.5
18.1,87.6,35.1
23.5,97.7,32.4
22.9,97.8,35.5
18.7,93.8,35.1
20.6,98,33
18.4,86.6,31.6
22.3,98.4,31.4
18.1,85.6,37.9
19.7,76.4,37.6
18.1,86.9,34.1
23.2,97.4,36
22.6,97.7,36.5
18.4,95.9,32.7
20.3,97.9,33.8
18.7,80.7,29.1
21.3,98.1,33.5
18.1,84.8,33.9
19.7,73.7,35.1
18.1,89,33.6
20,95.6,40.7
19.4,94.4,38.8
18.7,93.3,31.7
21,97.9,33
18.1,79.3,28.3
17.7,83.6,33.8
19.4,70.8,35.2
18.1,85.2,33.8
20.3,95.8,38.8
19,93.6,37.1
18.1,90.5,33
20,97.7,31.3
18.4,77.7,28.7
20.6,97.9,30.8
17.7,81.9,33.8
19,68.4,35.4
17.7,83.1,34.1
21.9,96.6,35.4
18.7,93.5,38.2
17.4,87.5,34.1
19.7,97.4,32.4
17.7,75.5,28.6
17.4,79.8,34.1
18.7,65.3,36.5
17.4,79.1,34.7
21,95.7,37.6
18.4,91.6,38.5
17.1,84.9,34.4
19.4,96.7,32.5
17.4,71.8,29.4
16.8,76.2,34.7
18.7,60.8,36.6
17.1,75.7,35.4
19.7,94,39.2
16.8,80.9,34.4
17.1,66.1,30.2
16.8,70.9,35.4
18.4,53.5,37.3
16.8,69.2,35.5
17.4,84.9,37.6
18.7,89.3,37.3
16.5,74.3,35.4
16.8,56.6,30.2
18.1,86.2,34.3
18.1,41.9,37.6
16.5,57.8,36.2
18.4,77.5,38.7
17.1,76.1,38.5
15.8,61.7,36.3
16.5,41.7,31
17.4,76.5,34.9
15.8,46.5,36.9
17.7,25.8,37.3
16.1,39.4,36.9
17.7,60.5,38.4
16.8,59.2,39
15.5,41.5,36.6
17.1,55.1,36.9
16.1,22.7,31.3
17.4,9,38
15.8,15.1,38
17.4,30,42.1
16.5,28,39.2
15.2,14.9,37.4
16.8,28.3,37.3
16.1,7,32.1
17.1,4.5,39.6
15.5,3.4,38.5
17.1,10.9,40.4
16.5,7.7,39.9
14.8,3.6,37.9
15.8,2.9,33.2
15.2,4.4,39
16.8,3.5,40.6
15.2,1.4,39.2
16.8,5.6,42.9
15.8,2.6,40.6
14.8,1.6,39.2
16.8,13.5,37.1
16.8,3.4,39.9
15.2,1.1,39.3
16.5,4.6,41.7
15.8,1.6,40.9
14.5,1.2,38.5
16.5,3.4,41.2
14.8,1,40.1
16.1,4.2,42.3
15.5,1.3,41.4
14.2,1.1,39.8
15.2,2.2,33.9
14.8,3.5,39.8
16.5,3.4,41.4
14.8,1,40.3
15.5,1.3,42.6
14.2,1.2,39.8
15.2,2.2,34.4
16.5,3.4,41.7
14.5,1,41.5
16.1,4.2,45.5
14.2,1.2,40.7
15.5,7,42
15.8,13.6,39.6
14.2,3.6,41.4
16.1,3.5,43.4
14.5,1.1,42
15.8,4.2,47
14.8,1.4,43.1
13.9,1.2,41.5
15.2,6.3,42.3
14.8,2.2,36.2
15.5,12.7,40.4
14.2,3.5,42.3
15.8,3.4,43.7
14.2,1.1,42.8
15.8,4.2,46.7
14.8,1.5,43.4
13.5,1.2,42.3
14.5,2.2,36.9
15.5,12.7,40.6
14.2,3.5,42.5
15.8,3.4,43.4
14.2,1,42.8
15.5,4.3,45.6
14.8,1.4,43.4
13.5,1.2,42.6
14.5,2.2,36.6
13.9,3.6,42.6
15.8,3.4,43.9
14.2,1.1,42.5
15.5,4.3,47.2
14.8,1.3,43.9
13.5,1.2,42.1
14.8,6.9,42.8
13.9,3.6,42.9
15.5,3.4,43.9
14.2,1.1,43.3
15.5,4.3,49.4
14.5,1.4,43.7
13.2,1.2,42.1
14.8,7.1,42
14.2,2.2,36.6
13.9,3.7,43.1
15.2,3.4,44.5
14.2,1.1,42.6
15.5,4.3,45.8
14.5,1.5,43.6
13.2,1.2,42.3
14.2,2.2,36.9
13.5,3.6,43.4
15.5,3.4,44.2
14.2,1.1,42.3
15.5,4.3,46.1
13.2,1.2,41.5
15.2,13,41.5
13.9,3.6,41.2
15.2,3.4,43.9
13.9,1.1,41.8
14.2,1.5,45.3
15.5,4.3,47.7
12.9,1.2,41.8
15.2,3.4,43.4
13.9,1.2,41
15.2,4.3,44.7
14.5,1.5,43.3
13.2,1.2,39.9
14.8,6.3,40.6
14.2,2.2,34.4
15.2,12.9,39.6
13.5,3.6,40.4
15.2,3.4,42.6
13.9,1.1,40.6
15.2,4.3,46.2
14.2,1.4,43.4
13.2,1.2,39.6
14.8,6.9,40.4
14.2,2.2,34.6
13.2,3.7,40.9
15.2,3.4,41.5
13.5,1.1,40.7
15.2,4.3,45.6
14.2,1.4,42.6
12.9,1.2,40.4
15.2,12.5,38.8
13.5,3.6,40.4
15.2,3.5,41.4
13.5,1.1,40.6
15.2,4.3,44.7
14.2,1.4,42
13.2,1.2,39.5
13.2,3.7,41.4
14.8,3.5,41.7
13.2,1.1,41.7
15.2,4.1,44.8
14.2,1.4,42
12.9,1.2,40.6
14.2,7.2,39.6
12.9,3.7,42.1
14.2,3.5,44.7
12.9,1.2,41.8
15.2,4.2,42.6
14.2,1.5,42.5
12.3,1.2,42.3
12.3,3.8,44.5
14.2,3.5,46.4
12.6,1.2,42.5
14.8,4.3,45.8
13.9,1.5,42.6
12.3,1.2,42.6
12.9,2.2,37.4
11.9,3.8,45.1
13.5,3.5,47.2
12.3,1.2,42.9
14.8,4.3,43.9
13.9,1.5,43.4
11.6,1.3,44.7
14.8,12.4,39.5
11.6,3.8,46.2
13.2,3.6,47.7
11.9,1.1,44.2
14.8,4.2,47.3
13.5,1.4,43.6
11.6,1.2,44.7
11.3,3.8,47.3
12.9,3.6,47.7
11.6,1.2,44.8
14.8,4.2,48.5
13.5,1.4,43.6
11.3,1.2,45
14.5,12.8,40.1
11.9,2.3,43.1
11,3.8,48
12.6,3.6,48.1
11.3,1.2,46.4
14.5,4.1,45.6
13.5,1.4,42.9
11,1.3,45.8
10.6,3.8,49.7
12.3,3.6,49.1
11.3,1.2,46.7
14.2,4.2,45.5
13.5,1.4,44
10.6,1.3,46.1
10.3,3.8,51.4
12.6,3.6,48.9
11.3,1.2,47
14.2,4.2,47
13.5,1.5,44.7
11,1.3,46.1
14.2,12.9,41.5
10.3,3.8,50.3
12.3,3.6,50.7
11.6,1.2,47.8
14.2,4.2,46.6
13.2,1.4,44.2
10.6,1.3,46.9
10.3,3.8,51.1
12.3,3.7,50
11.6,1.2,47.3
13.9,4.2,47.2
13.2,1.4,45.3
10.6,1.3,47.5
10,3.9,51.3
12.3,3.7,51.9
11.6,1.2,47.8
14.5,4.2,46.7
13.5,1.4,43.7
10.3,1.3,48.8
11.3,2.3,43.9
10,3.9,51.1
12.3,3.6,52.1
11,1.2,49.2
14.5,4.2,46.9
13.5,1.4,44.2
10.3,1.3,48.3
13.9,13.1,42.1
10.3,3.8,51.8
12.3,3.6,50.3
11.9,1.1,47.8
14.2,4.1,49.1
13.5,1.4,43.6
11,1.2,47.8
11.3,2.3,43.9
10.3,3.8,51.8
11.9,3.7,51.6
11.9,1.1,47
14.2,4.1,46.9
13.2,1.3,44.4
10.6,1.3,47.3
10.6,3.8,52.6
12.3,3.6,51.6
12.3,1.1,45.9
14.2,4.1,47.2
13.2,1.4,44
11.3,1.3,46.9
13.5,12.9,42.3
10.6,3.7,51.9
12.6,3.5,50.3
12.6,1.1,45.1
14.2,4.1,48.8
13.2,1.4,45.1
11.6,1.3,45.1
10.6,3.7,50.7
12.6,3.5,49.6
12.6,1.1,45
13.9,4.1,50.5
12.9,1.4,45.8
11.6,1.2,45.5
13.2,13.2,43.3
11,3.7,51.1
12.9,3.5,50.3
11.9,1.1,45.8
13.5,4.1,50.3
12.6,1.4,46.4
11.6,1.3,45
12.3,2.2,41.7
11,3.7,50.8
12.9,3.5,49.6
11.6,1.1,47
13.2,4.2,53.3
12.3,1.5,47.7
11.6,1.3,45.9
12.6,13.3,46.9
12.3,2.2,43.1
11,3.7,51.1
12.9,3.5,49.7
11.6,1.2,48.5
12.9,4.2,53.8
12.3,1.5,49.2
11.6,1.2,46.6
11,3.7,51
12.9,3.5,50.3
11.6,1.1,49.1
12.9,4.2,54.8
11.9,1.5,49.4
11.3,1.3,47.2
11,3.7,51.4
12.9,3.5,50.7
11.6,1.1,49.2
12.6,4.2,54.8
11.6,1.4,49.9
11,1.2,48.5
10.6,3.7,52.7
12.6,3.5,52.2
11.3,1.1,50.8
12.6,4.2,54.6
11.6,1.5,49.4
11,1.2,48.8
11.9,2.2,44.8
10.6,3.7,53.5
12.9,3.5,51.8
11.3,1.1,50.8
12.6,4.3,55.9
11.6,1.5,50
11,1.2,49.1
11.6,2.2,45.6
10.3,3.8,54.1
12.6,3.5,52.2
11,1.2,52.1
12.6,4.2,55.7
11.6,1.5,50.2
10.6,1.2,49.7
11.9,13.2,48.9
10.3,3.7,54.1
12.6,3.5,52.2
11.3,1.1,51.3
12.6,4.3,54.4
11.6,1.5,49.7
11,1.3,49.4
10.3,3.7,54.8
12.6,3.5,52.4
11.3,1.2,50.7
12.3,4.2,55.4
11.6,1.6,49.7
11,1.3,48.8
10.3,3.7,54.3
12.3,3.5,52.4
11.3,1.2,51
12.6,3.1,55.4
11.9,1.5,48.6
11,1.3,48.8
12.3,12.9,47.8
11,2.2,45.9
10.3,3.8,54
12.3,3.5,52.7
11.3,1.2,49.6
12.9,3.3,54.3
11.6,1.6,48.8
10.6,1.4,48.8
11,2.4,46.7
10,4.1,54.4
11.9,3.6,52.9
11,1.6,50.7
12.9,4.7,56.8
11.9,2.5,48
10.6,2.1,49.7
11,3.5,47
10.3,5.7,54.3
11.9,4.3,53.3
10.6,4.2,52.1
12.9,11.9,54.8
11.9,8.1,48
10.3,6.4,50.7
12.3,23.9,46.7
10,13.9,55.2
11.9,8.2,54
10.6,15.9,52.9
12.6,33.6,52.6
11.9,27.4,47.5
10.3,21.4,51
12.3,48.1,46.7
10,35.2,54.9
11.9,20.8,54.4
10.6,41.8,52.9
12.9,62.9,51.6
11.9,58.7,47.7
10,48.2,50.8
10,53.7,54.6
11.9,36.4,53.3
10.6,59.2,52.6
12.6,78.5,52.6
11.9,75.6,48
10.3,65,50.3
12.3,82.5,47
10,68.8,54.8
11.9,51.5,54.1
10.6,72.7,52.4
12.6,84.9,53.2
11.9,82.7,48.8
10,75.6,51.1
12.3,86.7,47.3
11,67.7,47.2
10.3,76.8,54.6
11.9,60.4,54.1
10.6,79.2,52.2
12.9,87.7,54.4
11.9,85.5,48.1
10.3,78.5,50.7
11,70.8,46.9
10.3,77.7,54.1
11.9,62.9,54
10.6,79.4,52.4
12.9,89,56.2
11.9,87.5,48.5
10,79.1,51.1
11.3,71.3,46.2
10.3,78.9,54.3
11.9,66,53
10.6,80.7,52.9
12.6,91.2,54
11.9,89.9,48.6
10.6,83.2,49.9
12.3,92.4,47.8
11,75.9,46.9
10.6,84.7,53.8
12.3,71.5,52.9
11,86,51.3
12.9,92.6,53.2
12.3,91.7,48.3
11,87.9,49.1
11.6,81.7,45.9
11.3,89,53.2
12.9,78.9,51.9
11.9,91.3,49.1
12.9,93,51.9
12.3,91.9,47.3
11.6,89.1,48.5
12.9,93.1,46.7
13.5,90.5,50.5
13.2,76,50.3
12.3,88.6,47.8
13.5,92.9,51.6
12.9,91.9,46.9
15.2,91.1,44.8
11.9,86.8,47.2
12.3,82.4,44.5
12.9,90.5,50
13.5,83.6,50.2
12.6,90.9,47.8
13.9,93.6,51
13.2,92.6,45.9
17.1,94.9,42
11.9,88,46.9
13.5,93.8,45.3
17.4,93.3,46.1
14.8,87.1,49.2
13.5,94,47.7
14.2,93.9,49.6
13.5,92.8,45.6
16.1,94.8,40.3
12.6,88.6,45.6
14.2,94,45.3
19,94.4,40.7
14.5,82.3,47.5
14.2,94.3,45.6
14.5,94,49.6
13.9,92.9,44.7
18.7,95,38.4
12.9,88.6,45
14.5,94.2,43.4
13.9,88.7,41.7
19,94.5,38.4
15.2,83.6,47
16.1,95.3,42.8
14.8,94.1,47.3
13.5,88.9,45
14.8,90.1,39.5
16.8,94.2,39.3
15.8,83.7,46.2
21,96.2,38
14.5,92.9,42.9
15.5,94,46.4
14.5,89.4,41
14.8,94.1,42
15.8,90.6,35.4
16.8,93.8,38
16.5,84.2,43.3
20,95.3,34.6
15.5,94,46.2
14.8,92.8,42.6
21.6,95.3,34.6
14.5,89.4,39.3
15.2,94,41.5
16.5,91.4,33.6
18.4,93.6,35.2
17.1,85.3,42.1
16.8,95.3,37.3
15.8,93.7,42.1
15.2,92.9,40.9
21,95.4,33.5
15.5,90.6,37.7
16.8,91.8,33
16.8,93.2,38.4
17.7,87.3,39.9
17.7,95.6,36.5
16.5,94,41.8
21.9,95.5,32.1
15.8,91,37.7
17.7,92.1,33.2
17.1,93.3,37.1
18.4,89.1,38.4
19.7,96.1,32.4
16.1,93.2,39.5
21.9,95.4,31
16.8,92,35.4
16.5,94.4,37.1
18.1,92.3,29.7
17.7,92.7,35.5
19,90.4,36.6
19.4,96.2,32.7
16.5,93.4,39
22.3,95.2,31.1
17.4,93.1,33.6
18.4,92.9,35.1
20,92.7,36.3
19.7,95.6,32.2
17.4,94.2,39
16.8,93.5,39.5
18.1,93.8,35.5
17.4,95.1,35.8
19,92.8,27.3
18.1,92.7,33
20,91.1,34.6
19.4,95.5,31.6
18.1,94.7,39.9
17.4,93.7,38.8
18.7,93.1,34.9
21.3,94.2,32.4
19.7,93.1,27
19,92.5,34.4
20.6,91.3,33.3
19.7,95.5,31.9
18.7,95.4,36.6
17.7,93.8,36.9
20.3,94.2,29.4
20.3,93.3,25.7
19.4,92.4,31.6
21.3,91.5,32.8
20.6,96.8,30.5
19.7,95.6,33
18.7,94.1,34.1
19.4,92.2,30.2
23.5,94.7,27.5
19,94.7,30.8
20.6,93.5,24.3
19.4,92.7,30.2
21.6,91.9,32.4
24.5,97.8,26.5
20.3,96,30.8
19.4,94.8,32.7
20,92.2,29.4
26.5,95.4,25.7
20,95,28.4
21.3,93.5,21.7
20.3,92.8,30.2
22.6,92.1,30.6
22.3,97.5,26.1
20.6,96.5,30.6
20.3,96.2,33.5
25.5,96,24.5
20.6,95.8,28.4
21.9,93.8,22.1
21,93.1,27
23.2,93,29.1
23.5,97.2,24.8
21.6,96.6,28
23.9,97.8,29.2
26.8,96.6,23.4
21.3,96.2,26.7
23.2,94.2,20.2
21.6,94.2,25.9
23.9,92.3,27
27.4,98,21.2
21.6,96.6,28.9
23.5,97.7,29.8
25.5,96.9,23.4
21.6,96.5,26.7
22.6,94.3,20.4
22.3,94.5,25.9
23.9,93.4,26.5
28.4,98.2,21.8
21.6,96.9,29.8
23.2,97.8,30
21.9,95.3,25.9
26.8,97.1,22
23.2,94.6,20.7
22.3,95.1,26.5
24.5,94.1,26.5
26.8,98.2,21.7
22.3,96.9,28
23.9,97.7,29.5
22.6,95.8,25
26.5,97,23.5
23.2,97.6,26.1
23.2,94.5,19.8
24.5,94.5,25.9
25.2,98.1,22.3
23.2,97.4,28.6
23.5,97.7,31.1
24.2,96.1,24.5
25.2,96.8,23.4
24.8,97.8,25
23.2,94.7,20.1
22.3,96.2,25.7
24.5,95.2,26.7
27.1,98,23.4
23.5,97.4,26.7
23.2,97.4,30.8
26.1,95.9,25.1
24.2,97.9,27.2
24.2,95,21.7
25.5,96.6,26.4
24.5,92.6,25.3
23.2,97.1,26.5
23.2,97.2,31.1
24.8,96,25.9
22.9,94,23.2
23.2,96,27.3
23.9,92.6,30.3
23.5,95.6,26.7
22.9,97,27.8
22.9,97,31.4
23.5,96.3,25.9
22.3,93.2,23.4
23.2,92.2,29.7
22.6,95.5,26.9
22.9,97,26.7
23.5,96,26.4
23.2,95.4,22.8
22.9,97,26.2
23.9,93.8,28.6
25.2,97.6,24.6
24.5,97.2,25.4
22.9,94.4,21.5
22.9,96.8,25.6
23.9,93,27.6
23.5,96.7,25.6
23.2,97.3,26.1
23.2,97.3,30.6
23.5,96.6,22.9
24.5,96.6,25
22.6,93.5,21.8
23.9,92.4,28.1
22.9,95.8,25.9
24.2,97.3,25.3
25.8,97.7,25.1
23.5,96,24.8
24.5,94,28.3
24.5,96.1,24.8
23.5,96.1,21.5
23.2,95.9,24.5
22.6,95.2,26.1
23.5,91.6,28.9
22.3,95.2,25.1
22.9,96.3,25.7
22.3,96.2,30.3
22.6,95.4,25.7
22.3,92.5,23.5
22.9,91.1,28.6
22.3,95.3,25.4
23.5,97,23.4
22.9,96.1,25.9
22.3,92.5,20.7
22.9,88.2,28.4
21.6,93.1,25.4
22.3,97.1,29.7
22.3,95.3,25
23.5,97.8,24.8
21.9,93.9,21.8
22.3,95.9,25
23.2,93.6,29.7
22.9,96.6,24
22.6,97.1,25
23.2,96.2,21.7
24.5,96.7,25.4
22.3,93.5,20.2
23.2,96.1,24.5
23.2,93.2,26.7
22.9,96.4,24
23.2,97.3,29.2
23.5,97.2,23.2
23.5,96.5,21.5
23.9,96.7,24.2
23.9,97.8,23.4
22.9,95.1,20.4
23.9,93.5,26.7
23.5,96.3,23.5
23.2,97.2,24
22.9,96.5,21.8
24.5,96.4,22.6
22.6,94.5,20.5
22.6,96.7,23.7
23.5,93.5,26.5
23.9,96.5,24
23.2,97.5,29.1
23.2,97.4,23.7
23.9,96.8,21.7
24.2,96.8,26.1
23.9,97.9,23.9
22.9,96.4,22.9
23.9,94.1,26.2
23.9,97.6,22.8
23.5,97.5,24.5
23.9,96.7,23.2
24.2,98,22.9
23.5,94.7,19.6
23.5,96.7,24.3
23.9,94.4,26.1
23.5,96.6,23.2
23.9,97.4,23.4
24.8,97.5,28
24.2,96.7,23.5
24.5,94.2,20.2
23.9,96.2,22.1
24.2,94,25.7
24.5,97.7,22
24.2,97.6,20.5
25.2,97.8,27.3
24.8,97,22
24.2,96.2,18.8
24.8,97,22.4
25.2,94.4,26.1
25.5,96.7,20.9
23.9,97.5,21.3
25.2,97.6,28.6
25.5,96.6,18
26.1,97.7,23.9
25.2,97.9,21.8
25.2,94.6,17.9
25.2,96.5,21.8
25.5,94,25.9
24.2,96.4,20.7
23.9,96.9,23.5
24.5,96.9,29.4
24.5,95.8,20.5
23.9,96.4,21.8
24.2,97.6,22
22.9,95.2,22.1
23.9,91.7,25.7
23.2,95.7,23.1
23.9,97.3,20.7
23.2,96.5,21.7
23.5,94.6,18.8
23.9,97.5,22
25.2,95.3,25.9
24.5,97.1,21.3
25.2,97.5,27.2
24.8,97.3,22.3
25.5,96.7,20.5
25.2,97.5,20.9
23.9,93.4,17.7
22.9,95.6,21.7
24.5,92.7,23.2
23.2,95.2,21.7
23.9,96.7,28.1
23.9,96.6,21.3
22.9,94.7,23.5
24.2,97,22.4
22.9,91.2,18.2
22.6,94.2,23.1
23.5,89.6,25.3
22.9,93.9,21.7
23.2,94.5,29.8
22.3,93.7,26.9
22.6,96.4,30
21.6,89.8,25.1
22.6,87.5,31.3
21,93.5,29.2
22.3,95.4,34.1
21,92.9,31.6
21,88.6,27.8
20.6,93.2,31.9
22.3,86.6,33.2
20.6,93.1,30.8
21,92.9,36.2
21.3,90.8,30.3
20.6,82,28.4
20.3,86.5,33
21.6,77.4,35.4
20,85.5,34.4
18.1,91.4,44
19,86.4,38.2
16.8,93.5,47.2
17.4,81.6,38.4
15.8,87.8,45.9
18.1,81.1,48
15.5,90.2,52.4
16.1,94.1,48.1
15.5,91,52.2
16.8,95.6,48.9
15.8,85.6,46.6
14.8,89.6,53.2
16.8,83.5,55.4
15.5,91.4,53.7
17.4,94.9,51.4
15.8,93.8,51.3
16.1,90.2,45.6
15.8,92.7,52.6
17.1,87.2,54.4
16.1,92.9,51.6
17.1,93.9,51.9
16.8,92.4,48.6
15.8,92.4,49.9
16.1,87.6,45
16.1,91.1,50.7
17.4,84.8,53.3
15.8,91,51.1
16.8,92.5,51.1
15.5,90.7,48.9
15.8,84.4,42.9
15.2,88,50.2
16.8,80,51.4
15.5,89.1,50.3
15.8,90.5,57.6
14.8,86.9,51
14.5,91.3,55.9
15.2,80.4,46.7
14.2,83.8,53.5
16.1,75.1,55.1
14.5,85.8,54.9
13.9,83.6,54
14.2,74.6,49.6
12.9,81.9,58.9
15.2,74.3,59.6
13.5,86.2,57.8
14.8,93,64.1
13.5,93.4,57.9
14.2,92.6,62.6
13.2,91.6,56.2
13.9,94.7,60.4
13.9,82,49.9
13.2,88.1,58.1
14.8,77.5,60.9
13.5,86.9,58.4
14.2,92.5,56.3
14.8,91.1,58.5
13.5,89.3,56.8
14.2,81.8,51.9
13.5,88,59
14.8,77.2,62.6
13.5,87.5,60.4
15.5,90.7,58.5
13.9,86.5,57.4
15.2,92.2,54.6
14.2,77.3,50.7
13.9,84.2,58.2
14.8,72.6,63.4
13.9,84.4,57.9
14.2,89.9,55.5
15.5,90.3,60.6
13.9,84.1,55.2
14.2,74.9,49.9
13.5,81.9,57.1
14.8,71.8,61.2
13.5,83.9,59.5
13.5,87.5,56.2
14.2,81.7,48.8
13.5,87,56.3
14.8,83.2,63.3
13.9,91.1,57.4
16.1,96.2,60.4
15.5,95.2,59.8
14.5,94.3,54.1
16.1,97.2,55.9
14.8,90.6,46.7
15.5,89.3,59.8
14.8,94.4,53.3
16.5,95.5,57.6
16.1,94.3,56.3
15.8,94.6,48.1
15.2,89.1,42.6
15.2,93.1,50.7
15.8,88.7,58.7
15.5,93.5,51
16.1,95.7,51.1
16.5,95.6,56.5
16.1,95.2,56.2
15.8,93.5,47.7
15.5,88.3,42.5
15.2,92.5,48.8
15.8,88.5,56.7
15.5,93.6,51.3
17.7,97.2,53.7
18.1,97.4,48
18.1,97,52.9
16.8,95.6,47.3
16.1,90.1,44
16.5,90.5,55.4
16.1,94.2,48.8
16.8,95.4,52.6
16.8,95.3,48.3
16.8,94.2,44.7
16.8,96.3,49.7
16.1,88.5,44
15.5,91.9,50.8
16.5,86.6,56.5
15.5,92.2,50.8
17.1,95.3,53.8
17.1,95.6,48.5
17.1,94.6,52.1
16.1,94.5,48.3
16.1,88.6,45.1
15.8,91.9,50.8
16.8,85,55.7
15.8,90.4,51.1
17.1,92.8,52.1
16.5,92.3,49.2
16.8,89.3,49.7
15.8,89.9,48.8
16.8,92.9,46.7
15.8,83.8,45.1
15.5,87.6,51.8
16.5,78.5,55.4
15.5,87.3,52.2
17.1,90.1,53.2
16.1,89.9,49.1
15.5,85.9,49.4
16.5,92.6,48.9
15.8,79.2,45.3
15.5,84.4,50.7
16.5,73.4,53.7
15.5,84.5,51.3
16.5,92.9,57.9
14.8,93.2,51.8
15.2,87.3,49.4
15.8,80.5,45.9
15.2,88,52.6
16.1,78.4,56.3
14.8,87.4,54.4
16.1,94.2,60.4
15.5,93.6,60.9
14.8,88.9,54.1
15.8,95.7,56.7
15.2,82.1,48.3
15.8,78.6,60.3
14.5,87.9,57.3
